! FILETYPE CSV
! VERSION 1.0,1
! TIMESTAMP Thursday, 17 July 2025 13:24:16
! TIMEZONE 
! NAME Keysight Technologies
! MODEL N9914A
! SERIAL MY56072415
! FIRMWARE_VERSION A.09.56
! CORRECTION 
! Application SA
! SA Frequency Scan
!  CenterFreq 86000000
!  SpanFreq 2000000
!  Num TracePoints 401
!  ResolutionBW 15000
!  VideoBW 15000
!  RF Attenuation 0
!  Preamp OFF
!  External Gain 0
!  Detector Positive
!  TraceAvgCount 1 / 1
! Trace TIMESTAMP: 2025-07-17 13:23:05Z
! Trace GPS Info...
! GPS Latitude: 
! GPS Longitude: 
! GPS Elevation (m): 
! GPS Seconds Since Last Read: 
! CHECKSUM 1321405719
! DATA Freq,SA Clear-Write,SA Blank,SA Blank,SA Blank
! FREQ UNIT Hz
! DATA UNIT dBm
BEGIN
85000000,-105.812828063965,0,0,0
85005000,-103.754127502441,0,0,0
85010000,-100.73233795166,0,0,0
85015000,-98.6681289672852,0,0,0
85020000,-97.2168273925781,0,0,0
85025000,-96.6018753051758,0,0,0
85030000,-97.0237350463867,0,0,0
85035000,-98.3013534545898,0,0,0
85040000,-99.9674072265625,0,0,0
85045000,-101.820213317871,0,0,0
85050000,-104.054695129395,0,0,0
85055000,-106.810569763184,0,0,0
85060000,-110.331077575684,0,0,0
85065000,-113.750923156738,0,0,0
85070000,-113.089370727539,0,0,0
85075000,-109.919692993164,0,0,0
85080000,-108.111549377441,0,0,0
85085000,-106.983421325684,0,0,0
85090000,-104.693161010742,0,0,0
85095000,-102.821975708008,0,0,0
85100000,-103.577270507812,0,0,0
85105000,-108.042610168457,0,0,0
85110000,-121.861045837402,0,0,0
85115000,-109.158134460449,0,0,0
85120000,-104.07300567627,0,0,0
85125000,-101.55940246582,0,0,0
85130000,-100.677055358887,0,0,0
85135000,-102.034767150879,0,0,0
85140000,-107.950004577637,0,0,0
85145000,-110.857955932617,0,0,0
85150000,-102.928283691406,0,0,0
85155000,-100.47811126709,0,0,0
85160000,-100.291618347168,0,0,0
85165000,-102.001541137695,0,0,0
85170000,-104.486694335937,0,0,0
85175000,-107.643920898437,0,0,0
85180000,-109.748886108398,0,0,0
85185000,-107.849899291992,0,0,0
