! FILETYPE CSV
! VERSION 1.0,1
! TIMESTAMP Friday, 18 July 2025 14:52:43
! TIMEZONE 
! NAME Keysight Technologies
! MODEL N9914A
! SERIAL MY56072415
! FIRMWARE_VERSION A.09.56
! CORRECTION 
! Application SA
! SA Frequency Scan
!  CenterFreq 86000000
!  SpanFreq 2000000
!  Num TracePoints 401
!  ResolutionBW 1500
!  VideoBW 1500
!  RF Attenuation 0
!  Preamp OFF
!  External Gain 0
!  Detector Average
!  TraceAvgCount 15 / 15
! Trace TIMESTAMP: 2025-07-18 14:52:39Z
! Trace GPS Info...
! GPS Latitude: 
! GPS Longitude: 
! GPS Elevation (m): 
! GPS Seconds Since Last Read: 
! CHECKSUM 1884511751
! DATA Freq,SA Average
! FREQ UNIT Hz
! DATA UNIT dBm
BEGIN
85000000,-105.015132477091
85005000,-106.488462595873
85010000,-105.457601001036
85015000,-105.575211335809
85020000,-105.739282224187
85025000,-105.905564353682
85030000,-104.948557405752
85035000,-105.153800637959
85040000,-105.47133656397
85045000,-105.894617775862
85050000,-105.7049113745
85055000,-105.968757417684
85060000,-105.429009150437
85065000,-106.111867143254
85070000,-105.838226358338
85075000,-105.785580496202
85080000,-105.494442810803
85085000,-105.409050905449
85090000,-105.638237356495
85095000,-105.078297587456
85100000,-105.060487473473
85105000,-104.937984268342
85110000,-105.247962221696
85115000,-105.280526393662
85120000,-104.616370228076
85125000,-104.938788353834
85130000,-105.642718287921
85135000,-104.791945437528
85140000,-104.647194628332
85145000,-105.101012312656
85150000,-104.122334374957
85155000,-104.603953892372
85160000,-104.462231375593
85165000,-104.425603774772
85170000,-104.674506838695
85175000,-104.453107683969
85180000,-104.889503646761
85185000,-104.186138099362
85190000,-104.562515179236
85195000,-104.037925577748
85200000,-104.588371366835
85205000,-104.786461576129
85210000,-104.403494136681
85215000,-104.162185632806
85220000,-103.702040870355
85225000,-104.914328523615
85230000,-104.764155344453
85235000,-103.292984269821
85240000,-103.582128108448
85245000,-103.636474099861
85250000,-103.642508294813
85255000,-103.916706557444
85260000,-102.326436105527
85265000,-103.440112563726
85270000,-102.86692142505
85275000,-103.562395648384
85280000,-103.31719043519
85285000,-103.500241849641
85290000,-104.000731208054
85295000,-103.923426422274
85300000,-103.766889226933
85305000,-103.577900361558
85310000,-104.464542485255
85315000,-103.07527351806
85320000,-102.951159226922
85325000,-103.105474654274
85330000,-102.369123325769
85335000,-103.289324334541
85340000,-103.079370408354
85345000,-102.555899267966
85350000,-103.139631322883
85355000,-103.473528963579
85360000,-103.078018441689
85365000,-103.122029102612
85370000,-103.010426973502
85375000,-102.771816063212
85380000,-102.396490968242
85385000,-102.777522664858
85390000,-101.526843977938
85395000,-101.114952173725
